driver_age,driver_gender,driving_experience_years,accident_history_count,license_points,vehicle_type,vehicle_age_years,vehicle_value_brl,annual_mileage_km,usage_type,region,city_size,coverage_type,has_deductible,monthly_insurance_cost
34,F,15,1,0,Pickup,1,123939,29254,Pessoal,Sul,Grande,Completa,1,988.29
38,M,19,0,0,Sedan,6,54227,10340,Pessoal,Sudeste,Media,Intermediária,1,198.38
31,M,11,1,0,Hatchback,8,27534,10111,Pessoal,Sudeste,Grande,Básica,0,150.0
26,M,8,0,0,Sedan,8,45624,8081,Uber,Norte,Grande,Básica,1,150.0
63,M,44,1,0,Sedan,11,20000,12802,Pessoal,Sudeste,Grande,Intermediária,1,150.0
18,M,0,2,6,Sedan,4,67422,14462,Trabalho,Sul,Grande,Intermediária,0,1297.91
68,M,50,0,0,Hatchback,0,56369,28911,Pessoal,Sudeste,Grande,Intermediária,1,300.94
62,M,44,2,0,Sedan,5,52127,20580,Pessoal,Sul,Grande,Intermediária,1,350.47
30,M,11,0,0,Sedan,14,20000,26252,Trabalho,Sul,Media,Intermediária,0,150.0
21,M,2,2,0,Hatchback,7,30464,22913,Pessoal,Centro-Oeste,Media,Completa,0,424.89
18,F,0,1,2,Sedan,0,82606,22465,Pessoal,Sul,Media,Intermediária,0,997.15
66,M,48,0,0,Sedan,1,66242,12994,Trabalho,Sudeste,Pequena,Básica,0,204.65
57,M,38,0,0,Sedan,12,25636,8531,Trabalho,Centro-Oeste,Grande,Completa,0,203.48
49,F,31,4,2,SUV,12,90108,14343,Uber,Sudeste,Pequena,Básica,1,736.49
51,M,32,0,0,SUV,0,148098,5716,Trabalho,Sul,Grande,Intermediária,1,602.72
45,F,27,0,4,Sedan,4,53412,11229,Trabalho,Norte,Grande,Intermediária,1,212.07
48,F,29,0,2,Minivan,1,103883,21588,Trabalho,Sudeste,Grande,Intermediária,0,636.74
25,M,5,1,0,Hatchback,14,20000,28168,Pessoal,Nordeste,Grande,Básica,1,150.0
56,F,37,1,2,SUV,9,108231,17021,Trabalho,Sudeste,Pequena,Básica,1,507.87
43,M,24,0,0,SUV,9,110183,16301,Trabalho,Sudeste,Grande,Intermediária,1,599.84
51,F,31,0,2,SUV,13,82160,9094,Pessoal,Sudeste,Grande,Completa,1,648.73
20,M,2,0,0,Hatchback,3,54929,26866,Pessoal,Sudeste,Grande,Intermediária,1,551.6
67,F,47,0,0,Sedan,0,87597,27124,Pessoal,Sul,Grande,Intermediária,1,510.08
29,M,10,1,2,Sedan,6,51123,14524,Trabalho,Sudeste,Grande,Intermediária,0,437.37
18,M,0,2,6,Sports,7,221802,28603,Pessoal,Nordeste,Grande,Básica,0,3000.0
61,F,41,0,12,Sedan,4,54960,27538,Entrega,Centro-Oeste,Grande,Básica,1,522.98
22,M,4,0,2,SUV,1,135788,15041,Pessoal,Sul,Pequena,Básica,1,594.11
47,M,29,0,0,Sports,7,223255,26226,Trabalho,Sudeste,Grande,Intermediária,0,2801.52
47,F,27,4,0,Hatchback,0,63350,13103,Pessoal,Nordeste,Grande,Básica,1,228.7
34,F,16,4,0,SUV,14,88409,23402,Trabalho,Centro-Oeste,Media,Básica,1,557.38
65,M,45,2,0,Hatchback,6,22446,26435,Trabalho,Sul,Pequena,Intermediária,1,150.0
64,F,45,0,0,Sedan,0,86183,20090,Trabalho,Nordeste,Grande,Completa,0,701.76
40,F,22,0,6,Hatchback,11,20000,20915,Trabalho,Sudeste,Grande,Completa,0,185.72
32,F,13,0,0,SUV,5,134035,13709,Uber,Sudeste,Pequena,Intermediária,1,665.8
54,M,35,0,0,Pickup,12,63440,29219,Pessoal,Sudeste,Grande,Básica,1,241.98
38,F,20,1,0,Minivan,5,77096,6438,Pessoal,Nordeste,Media,Intermediária,1,223.02
31,M,11,2,4,Sports,14,186923,25470,Trabalho,Norte,Grande,Básica,1,1749.63
19,F,1,3,2,Sports,4,226499,26511,Pessoal,Norte,Pequena,Intermediária,1,3000.0
28,M,9,2,2,SUV,14,84767,23436,Pessoal,Sul,Pequena,Completa,1,671.33
68,M,49,0,0,SUV,1,154673,28913,Pessoal,Norte,Pequena,Intermediária,1,677.49
56,F,36,1,4,SUV,1,146337,20029,Pessoal,Sul,Grande,Completa,1,1346.32
55,M,37,0,0,Hatchback,8,25819,28531,Pessoal,Sudeste,Grande,Intermediária,1,150.0
51,F,32,0,6,Sports,4,235784,25752,Trabalho,Sudeste,Grande,Intermediária,0,3000.0
55,F,36,2,2,Sedan,4,69142,9517,Pessoal,Sudeste,Pequena,Básica,1,183.95
67,F,48,0,0,Sports,6,215311,23696,Pessoal,Centro-Oeste,Pequena,Completa,1,2216.03
51,M,31,1,0,Pickup,5,96452,26961,Pessoal,Sudeste,Grande,Básica,1,529.76
35,F,16,0,2,Minivan,1,99574,15905,Uber,Norte,Media,Completa,1,518.41
47,M,28,1,0,Sports,10,208279,6244,Entrega,Sul,Grande,Intermediária,1,1850.62
32,M,14,2,6,Sedan,0,85952,7416,Trabalho,Sudeste,Grande,Básica,1,393.43
44,F,26,0,0,Sedan,4,52500,20293,Pessoal,Norte,Media,Completa,1,223.28
68,M,49,2,0,Sedan,3,69718,11490,Uber,Sul,Grande,Básica,1,492.47
51,M,32,0,0,Sedan,11,20000,27552,Trabalho,Centro-Oeste,Grande,Completa,0,150.0
69,F,51,1,0,Hatchback,2,40047,16683,Trabalho,Centro-Oeste,Grande,Básica,0,225.78
55,M,35,2,0,Pickup,1,107364,10839,Trabalho,Sudeste,Pequena,Completa,1,782.6
50,M,30,1,0,Sports,9,207864,29992,Pessoal,Centro-Oeste,Pequena,Intermediária,1,1686.24
41,F,21,4,2,Hatchback,1,53177,19850,Pessoal,Sul,Pequena,Intermediária,1,214.53
32,M,12,0,0,Sedan,13,20000,29790,Pessoal,Nordeste,Media,Intermediária,1,150.0
47,F,27,1,8,Sedan,14,20000,17170,Pessoal,Sul,Media,Básica,0,150.0
59,F,39,1,2,Sedan,3,74186,28481,Trabalho,Sudeste,Grande,Completa,1,901.08
68,F,48,3,4,SUV,1,147841,16967,Uber,Sul,Pequena,Básica,1,1352.44
34,F,14,0,0,SUV,3,136844,10009,Trabalho,Sudeste,Media,Intermediária,0,727.2
22,M,4,2,0,Sedan,2,68594,22966,Pessoal,Centro-Oeste,Media,Intermediária,0,592.52
46,M,26,1,0,SUV,8,113418,19312,Pessoal,Norte,Media,Intermediária,1,411.97
21,F,1,0,2,Sedan,6,42086,13924,Pessoal,Centro-Oeste,Pequena,Básica,1,251.52
27,F,7,1,6,Hatchback,13,20000,20921,Pessoal,Sudeste,Grande,Básica,0,150.0
34,F,15,0,0,SUV,12,91602,29260,Pessoal,Norte,Grande,Básica,1,270.65
27,M,9,1,0,SUV,10,101182,23811,Trabalho,Sudeste,Media,Completa,1,926.81
34,M,16,3,6,SUV,14,82835,10721,Pessoal,Sudeste,Pequena,Básica,1,504.1
37,M,19,1,0,Minivan,11,52533,13423,Entrega,Sudeste,Media,Completa,1,482.78
41,F,21,1,2,Sedan,2,76446,9930,Pessoal,Sudeste,Grande,Básica,1,252.15
22,M,2,1,2,SUV,12,83153,9353,Trabalho,Nordeste,Grande,Básica,0,762.4
51,F,32,0,4,Hatchback,14,20000,12832,Pessoal,Sul,Media,Intermediária,0,150.0
23,F,5,0,0,Hatchback,13,20000,26759,Pessoal,Sudeste,Media,Básica,1,150.0
19,M,0,1,0,Sports,7,215273,21786,Trabalho,Centro-Oeste,Media,Intermediária,1,3000.0
30,F,12,0,2,SUV,8,100751,27951,Trabalho,Norte,Grande,Completa,1,782.36
60,M,41,0,8,SUV,12,88849,26249,Pessoal,Nordeste,Pequena,Básica,0,335.6
60,F,41,1,0,Sedan,6,57084,29530,Pessoal,Sudeste,Media,Completa,1,424.79
65,F,46,0,0,Hatchback,5,41220,21448,Pessoal,Centro-Oeste,Media,Intermediária,0,201.58
28,F,10,0,2,Sedan,3,65348,23621,Trabalho,Sudeste,Grande,Básica,1,324.93
68,F,48,1,8,Sedan,4,67924,12770,Uber,Sudeste,Grande,Básica,0,741.03
64,M,44,0,4,SUV,7,124416,21556,Pessoal,Norte,Pequena,Completa,1,934.06
40,M,21,3,12,SUV,2,136167,20094,Pessoal,Norte,Grande,Básica,0,1189.08
33,F,13,3,0,Sedan,1,71364,12935,Uber,Nordeste,Media,Completa,0,861.32
48,M,29,2,0,Hatchback,2,41983,7675,Pessoal,Sul,Media,Intermediária,0,150.0
28,M,10,0,2,Hatchback,11,20000,16240,Trabalho,Nordeste,Media,Básica,1,150.0
33,M,14,2,4,Sedan,6,56288,9005,Pessoal,Norte,Grande,Intermediária,0,332.35
25,F,7,2,0,SUV,7,116273,11544,Pessoal,Sudeste,Grande,Completa,1,1143.91
21,M,2,2,0,Hatchback,0,57648,22332,Pessoal,Sudeste,Pequena,Intermediária,1,553.75
57,F,37,0,4,SUV,12,87894,19388,Pessoal,Nordeste,Media,Intermediária,1,386.49
21,F,1,1,0,SUV,6,123305,19959,Pessoal,Sudeste,Grande,Completa,1,2361.9
42,M,23,2,0,SUV,8,112925,6694,Trabalho,Norte,Grande,Básica,1,310.01
20,M,0,1,2,Hatchback,11,20000,26141,Trabalho,Sudeste,Pequena,Completa,1,324.81
49,M,29,1,2,Minivan,12,40327,27666,Trabalho,Centro-Oeste,Grande,Completa,1,344.31
20,F,0,1,4,Hatchback,13,20000,19753,Trabalho,Nordeste,Media,Intermediária,1,262.12
44,M,26,1,0,Sedan,13,20000,21526,Pessoal,Sudeste,Grande,Completa,1,221.32
46,M,26,0,2,SUV,14,76900,11001,Pessoal,Nordeste,Pequena,Intermediária,1,184.44
49,M,31,1,2,Sports,2,246137,11652,Trabalho,Sudeste,Media,Intermediária,1,2246.39
67,F,48,0,2,Sedan,14,20000,19985,Pessoal,Sudeste,Media,Intermediária,1,150.0
68,M,48,1,2,Minivan,2,82478,9581,Pessoal,Sul,Grande,Intermediária,0,539.28
36,F,16,0,0,Minivan,7,64967,10087,Pessoal,Sudeste,Pequena,Intermediária,1,206.08
38,F,18,1,0,Sedan,3,65158,6460,Pessoal,Centro-Oeste,Grande,Básica,0,364.0
22,M,3,0,0,Minivan,13,32054,8887,Pessoal,Norte,Pequena,Intermediária,0,150.0
35,F,17,1,0,SUV,7,111059,19878,Trabalho,Sudeste,Media,Básica,1,521.54
45,M,27,2,2,Pickup,4,99959,13484,Uber,Sudeste,Media,Básica,1,718.36
59,F,39,0,4,SUV,13,87007,14835,Uber,Sul,Grande,Intermediária,0,744.85
39,F,20,0,4,SUV,2,138433,20643,Uber,Centro-Oeste,Media,Completa,1,1317.69
38,F,19,0,4,Hatchback,14,20000,15910,Uber,Norte,Grande,Intermediária,1,150.0
23,M,4,3,0,Pickup,3,102115,22221,Pessoal,Centro-Oeste,Grande,Intermediária,1,1209.79
18,M,0,1,0,Sedan,13,20000,10846,Pessoal,Centro-Oeste,Grande,Básica,1,150.0
22,M,3,1,0,Hatchback,3,53640,13463,Trabalho,Sudeste,Grande,Intermediária,1,458.58
58,M,40,0,0,Sedan,7,38368,18336,Pessoal,Sul,Grande,Básica,1,150.0
29,M,11,1,0,SUV,5,131128,7369,Pessoal,Centro-Oeste,Grande,Básica,0,454.85
43,M,25,3,2,SUV,6,112827,18992,Pessoal,Centro-Oeste,Pequena,Intermediária,1,831.14
63,M,43,2,10,SUV,8,115990,24558,Pessoal,Centro-Oeste,Grande,Intermediária,1,1648.81
51,M,32,1,0,SUV,14,72487,27369,Pessoal,Nordeste,Media,Básica,1,274.86
66,F,46,0,0,Sedan,5,64987,5882,Pessoal,Nordeste,Grande,Intermediária,1,187.43
31,M,12,0,4,Sedan,2,79905,8171,Pessoal,Nordeste,Media,Completa,0,278.72
43,M,25,0,0,Sedan,14,20000,7040,Uber,Norte,Media,Básica,0,150.0
62,M,42,0,4,SUV,12,96277,28116,Pessoal,Norte,Pequena,Básica,1,461.96
44,M,26,0,4,Minivan,2,81643,11372,Uber,Sudeste,Pequena,Intermediária,1,414.37
26,F,7,0,8,Sedan,10,37596,27369,Pessoal,Sul,Media,Básica,1,150.0
43,M,24,0,0,Minivan,2,80019,12562,Pessoal,Sudeste,Media,Completa,1,369.8
64,F,45,3,2,Hatchback,11,20000,16776,Pessoal,Nordeste,Grande,Intermediária,1,150.0
39,F,21,1,0,Hatchback,9,21992,10900,Pessoal,Sul,Media,Intermediária,0,150.0
64,F,45,2,2,Hatchback,1,61445,12965,Trabalho,Sul,Grande,Intermediária,1,441.23
47,F,29,2,0,Pickup,0,119457,26700,Trabalho,Sul,Grande,Intermediária,1,878.93
60,F,40,0,0,Sedan,10,21154,13465,Trabalho,Centro-Oeste,Grande,Básica,1,150.0
65,F,46,2,2,SUV,9,104820,5589,Uber,Sudeste,Media,Completa,0,1831.84
34,F,15,0,2,Hatchback,0,59818,10063,Pessoal,Sudeste,Media,Intermediária,1,164.66
43,F,24,1,4,Hatchback,3,38716,25017,Pessoal,Sul,Media,Básica,1,150.0
53,F,33,0,4,Pickup,2,105242,23374,Pessoal,Centro-Oeste,Media,Intermediária,1,567.13
18,F,0,5,2,Sedan,4,55022,27899,Pessoal,Sudeste,Grande,Básica,1,979.17
25,F,7,0,0,Hatchback,11,20000,21240,Pessoal,Sudeste,Media,Básica,0,150.0
66,M,48,0,4,SUV,8,101653,6258,Pessoal,Centro-Oeste,Pequena,Intermediária,1,397.27
52,M,33,3,2,SUV,11,87502,18598,Pessoal,Sudeste,Pequena,Intermediária,1,697.07
69,M,50,0,6,SUV,12,99653,7866,Pessoal,Sudeste,Media,Intermediária,1,585.87
32,M,12,1,6,Hatchback,7,31665,25122,Pessoal,Centro-Oeste,Media,Básica,0,150.0
64,M,44,2,0,Sports,11,199086,21955,Trabalho,Sudeste,Media,Intermediária,1,3000.0
39,M,19,2,4,SUV,8,103403,13736,Trabalho,Nordeste,Grande,Básica,1,602.32
31,F,12,4,0,Pickup,12,51235,25606,Trabalho,Sul,Grande,Intermediária,0,709.67
43,M,23,4,0,SUV,4,133149,17704,Trabalho,Sul,Grande,Intermediária,0,1524.69
45,F,25,0,2,Sedan,7,49396,5637,Pessoal,Nordeste,Grande,Intermediária,1,150.0
40,M,22,2,0,Sedan,3,69430,29616,Pessoal,Centro-Oeste,Media,Completa,1,702.19
31,M,11,1,4,Sedan,4,67169,9882,Pessoal,Sul,Pequena,Completa,0,329.77
41,F,23,1,0,SUV,14,83864,20828,Trabalho,Sul,Grande,Completa,0,892.56
19,F,1,0,0,SUV,11,100506,25776,Trabalho,Nordeste,Media,Completa,0,1690.63
62,M,42,1,2,Hatchback,2,51509,8672,Pessoal,Nordeste,Media,Completa,0,388.36
43,F,25,4,4,Hatchback,4,33194,17329,Pessoal,Sudeste,Grande,Completa,1,296.5
31,F,12,3,6,Sedan,11,20000,19967,Entrega,Centro-Oeste,Grande,Completa,0,439.74
68,M,49,1,4,Sedan,2,70638,28641,Pessoal,Sul,Media,Intermediária,0,568.82
24,M,4,0,2,Sedan,4,55350,9711,Trabalho,Sudeste,Media,Básica,1,223.44
20,F,1,0,0,SUV,10,90533,18235,Pessoal,Sul,Pequena,Básica,0,568.35
64,F,46,2,0,Sedan,13,20000,27027,Pessoal,Sudeste,Grande,Completa,1,252.04
40,F,21,2,0,Sedan,4,50129,5159,Trabalho,Sul,Pequena,Intermediária,1,159.21
63,F,43,1,2,Minivan,5,77563,15144,Trabalho,Sudeste,Grande,Completa,1,913.15
60,M,40,0,2,Pickup,8,89343,19793,Trabalho,Sudeste,Media,Intermediária,1,461.06
64,M,46,1,0,Sedan,0,71858,14923,Pessoal,Sudeste,Media,Intermediária,1,409.81
62,M,42,1,4,SUV,11,100735,10938,Pessoal,Sul,Grande,Intermediária,0,910.79
35,F,16,3,2,SUV,9,107342,16354,Trabalho,Sudeste,Grande,Completa,1,1723.38
55,F,35,1,0,Pickup,13,48649,14924,Pessoal,Nordeste,Grande,Básica,1,150.0
52,F,34,0,0,SUV,5,125978,5580,Pessoal,Sudeste,Grande,Completa,0,831.2
68,M,48,1,4,Sedan,0,89481,29795,Uber,Centro-Oeste,Media,Completa,1,1437.56
32,M,13,0,4,Hatchback,5,44896,28970,Pessoal,Sudeste,Grande,Intermediária,1,275.68
42,M,24,4,6,SUV,1,139860,9474,Pessoal,Sudeste,Media,Intermediária,0,1503.65
54,F,35,0,0,Sedan,7,44412,14941,Trabalho,Sudeste,Grande,Básica,1,169.46
45,F,27,1,12,SUV,10,98833,12073,Entrega,Norte,Media,Básica,1,446.5
27,M,7,0,0,SUV,2,144135,14662,Pessoal,Sul,Media,Intermediária,1,558.57
56,F,38,1,0,SUV,9,95723,10059,Pessoal,Sul,Media,Básica,1,330.62
34,M,16,1,12,Sedan,13,20000,18457,Trabalho,Centro-Oeste,Media,Básica,1,150.27
56,F,36,2,0,SUV,5,128879,9328,Trabalho,Norte,Grande,Completa,1,1093.15
39,M,20,0,2,Sedan,5,46299,22778,Trabalho,Norte,Pequena,Intermediária,0,186.97
43,F,23,0,0,Pickup,14,59864,5921,Pessoal,Sudeste,Grande,Intermediária,0,214.7
61,M,43,0,2,Sedan,3,55339,7773,Pessoal,Sudeste,Grande,Básica,1,150.0
42,F,22,1,6,Sedan,4,50152,9462,Trabalho,Centro-Oeste,Grande,Completa,1,474.19
34,M,16,0,0,Hatchback,1,54613,25960,Uber,Sudeste,Media,Completa,1,386.06
30,M,10,1,2,Pickup,9,78755,24818,Uber,Centro-Oeste,Media,Intermediária,1,610.89
37,M,17,3,0,Pickup,14,55982,11733,Pessoal,Nordeste,Media,Completa,1,386.97
42,M,23,3,2,SUV,9,114435,16774,Pessoal,Centro-Oeste,Grande,Completa,1,1332.0
21,M,3,1,0,Sedan,7,35426,14310,Pessoal,Sudeste,Grande,Intermediária,0,319.81
27,F,8,1,0,Hatchback,9,20000,6865,Entrega,Sudeste,Pequena,Intermediária,1,150.0
20,M,2,0,0,Hatchback,6,38756,22108,Trabalho,Centro-Oeste,Media,Básica,1,195.31
58,F,38,1,0,Sedan,9,36521,5711,Pessoal,Sudeste,Grande,Básica,1,150.0
62,F,44,2,6,Sports,5,232333,12710,Pessoal,Sudeste,Media,Básica,1,2361.9
35,F,16,0,0,Sedan,6,41373,26464,Pessoal,Sul,Grande,Básica,1,150.0
64,M,45,1,0,Minivan,11,42082,18446,Pessoal,Sul,Grande,Básica,1,217.36
53,M,34,2,0,Sports,0,249893,18394,Trabalho,Sudeste,Grande,Completa,0,3000.0
64,F,46,3,0,Hatchback,13,20000,5390,Trabalho,Nordeste,Grande,Básica,0,150.0
39,F,20,0,4,Minivan,13,32593,14262,Pessoal,Sudeste,Grande,Completa,0,241.95
51,M,32,1,10,Hatchback,4,39495,9487,Pessoal,Sudeste,Pequena,Intermediária,1,181.43
64,M,45,0,0,Sedan,6,56754,15620,Uber,Sudeste,Media,Básica,0,387.06
25,M,5,0,6,SUV,0,147837,18570,Pessoal,Sul,Media,Intermediária,1,721.69
57,F,37,3,2,Sedan,1,76172,29500,Pessoal,Norte,Media,Básica,1,273.17
66,M,48,2,0,SUV,8,118680,28131,Uber,Nordeste,Pequena,Completa,1,1765.21
61,M,43,2,2,Hatchback,11,20000,11066,Trabalho,Sul,Grande,Completa,1,177.48
36,F,17,0,2,SUV,2,140934,9494,Trabalho,Centro-Oeste,Pequena,Básica,0,448.86
59,M,39,2,2,SUV,5,133748,8572,Pessoal,Sudeste,Media,Completa,1,1132.95
58,M,39,1,6,Hatchback,14,20000,17670,Pessoal,Norte,Grande,Intermediária,0,150.0
54,F,35,0,0,Sports,6,223645,20939,Pessoal,Sudeste,Grande,Básica,1,1254.24
23,F,3,1,6,Sedan,8,38954,21260,Pessoal,Sul,Media,Intermediária,0,240.99
69,M,49,0,4,SUV,4,132254,29153,Trabalho,Sudeste,Media,Intermediária,1,1349.29
43,M,23,2,0,Sedan,3,72388,15249,Pessoal,Nordeste,Grande,Básica,1,232.16
51,M,33,1,2,Hatchback,10,20000,7311,Trabalho,Sul,Media,Completa,1,150.0
62,M,44,0,0,Sedan,11,20000,16071,Pessoal,Centro-Oeste,Media,Básica,1,150.0
23,F,4,0,10,Hatchback,14,20000,11773,Pessoal,Sul,Grande,Intermediária,0,150.0
54,M,36,0,2,Sedan,1,67964,11905,Entrega,Norte,Pequena,Básica,1,150.0
50,M,30,0,0,Sedan,2,68878,8642,Pessoal,Sul,Pequena,Completa,1,175.77
39,M,19,1,0,Minivan,14,32648,11338,Pessoal,Norte,Media,Completa,1,202.84
38,F,20,2,2,Sedan,4,52755,21346,Pessoal,Sudeste,Pequena,Básica,1,150.0
23,F,4,0,0,SUV,10,109116,23993,Pessoal,Sudeste,Grande,Intermediária,0,1036.85
23,F,4,0,0,Sedan,14,20000,14622,Pessoal,Norte,Grande,Básica,1,150.0
65,M,47,1,0,SUV,12,94554,20655,Pessoal,Norte,Grande,Completa,1,932.12
21,F,2,2,0,SUV,1,136693,15105,Trabalho,Centro-Oeste,Media,Básica,1,1316.4
47,F,28,0,0,SUV,12,91084,11240,Trabalho,Sul,Media,Completa,1,394.43
28,M,9,0,0,Sedan,3,67003,19797,Pessoal,Sudeste,Media,Completa,1,340.26
47,M,27,1,0,SUV,0,157068,12806,Pessoal,Sudeste,Grande,Intermediária,0,1090.3
48,M,28,0,2,Hatchback,3,37919,5757,Trabalho,Sudeste,Grande,Básica,0,231.64
41,M,23,0,2,Pickup,6,83756,26470,Pessoal,Sudeste,Pequena,Intermediária,1,364.27
26,M,6,2,0,SUV,14,73283,11220,Trabalho,Sul,Pequena,Intermediária,1,313.91
20,M,1,1,0,Hatchback,13,20000,15104,Trabalho,Centro-Oeste,Media,Intermediária,1,183.46
68,M,48,1,2,Sedan,11,22350,26986,Pessoal,Centro-Oeste,Media,Intermediária,1,150.0
48,F,30,2,0,Sedan,2,77540,19316,Trabalho,Sul,Media,Intermediária,1,448.46
57,M,37,1,0,Sedan,9,28061,14326,Uber,Sudeste,Grande,Intermediária,1,241.0
54,F,35,0,0,Sedan,7,40919,27505,Trabalho,Sudeste,Grande,Completa,1,357.85
53,F,34,0,4,Sedan,5,62676,13956,Pessoal,Centro-Oeste,Media,Básica,0,205.03
41,F,23,0,4,SUV,5,125076,24109,Pessoal,Sul,Media,Intermediária,1,679.03
48,F,28,0,4,Hatchback,13,20000,24752,Uber,Centro-Oeste,Grande,Completa,1,174.13
23,M,3,1,4,Minivan,14,36012,8497,Pessoal,Sudeste,Pequena,Básica,0,150.0
19,F,0,3,2,Sedan,0,79175,29558,Trabalho,Sudeste,Pequena,Intermediária,1,1533.17
37,M,18,4,0,Hatchback,4,37902,14864,Pessoal,Nordeste,Grande,Completa,1,235.91
45,M,27,1,2,Pickup,2,102067,27026,Pessoal,Centro-Oeste,Media,Intermediária,1,507.96
28,F,8,0,0,Hatchback,14,20000,13774,Trabalho,Sul,Pequena,Básica,0,150.0
21,M,2,0,2,Sedan,9,43120,26150,Trabalho,Sudeste,Grande,Básica,0,416.36
32,M,13,2,4,Sedan,14,20000,19039,Trabalho,Norte,Media,Intermediária,0,197.1
23,F,4,1,2,Sedan,0,70700,26017,Uber,Sul,Media,Básica,0,619.04
66,F,46,1,0,SUV,7,109046,6821,Pessoal,Nordeste,Grande,Completa,1,819.5
47,F,27,2,0,Hatchback,6,22073,22569,Pessoal,Centro-Oeste,Pequena,Intermediária,0,150.0
55,M,35,2,2,Sedan,6,51945,17717,Uber,Nordeste,Grande,Básica,1,288.32
68,F,48,2,2,Sedan,11,31778,23021,Pessoal,Sudeste,Grande,Completa,1,488.54
19,M,0,0,6,Hatchback,9,20000,28620,Trabalho,Sudeste,Grande,Intermediária,0,327.02
32,F,12,2,0,Pickup,13,64836,15372,Pessoal,Norte,Grande,Básica,1,216.69
28,F,8,3,4,SUV,9,95522,13380,Pessoal,Sudeste,Grande,Intermediária,1,891.15
25,F,5,0,2,Hatchback,9,20000,6746,Pessoal,Sul,Media,Básica,1,150.0
43,F,23,1,6,SUV,3,133741,10797,Pessoal,Centro-Oeste,Grande,Completa,1,1158.68
68,M,49,0,2,Sedan,12,27852,21283,Uber,Sul,Media,Intermediária,1,218.54
62,F,42,4,2,SUV,14,82674,13089,Trabalho,Nordeste,Media,Completa,1,1192.61
61,F,43,0,2,Hatchback,10,20000,24004,Trabalho,Centro-Oeste,Grande,Intermediária,1,169.23
22,M,3,1,4,Minivan,5,65285,17137,Pessoal,Nordeste,Media,Completa,0,710.9
23,F,3,0,8,Sedan,12,29129,12597,Pessoal,Nordeste,Media,Básica,1,150.0
43,M,25,2,0,SUV,8,111957,29386,Pessoal,Sul,Media,Completa,0,1199.12
21,F,1,0,0,SUV,14,77108,11107,Pessoal,Sudeste,Grande,Completa,1,1003.75
36,F,18,0,8,SUV,13,89990,7793,Pessoal,Nordeste,Media,Intermediária,0,390.66
37,F,19,1,2,Sedan,2,77829,16138,Pessoal,Sudeste,Pequena,Completa,1,538.12
50,M,32,3,2,SUV,14,75837,7500,Pessoal,Norte,Grande,Completa,1,561.1
37,F,19,0,0,Pickup,8,85032,18138,Pessoal,Centro-Oeste,Grande,Completa,0,547.48
66,F,47,0,0,Hatchback,3,36466,13361,Pessoal,Sul,Media,Intermediária,1,150.0
29,F,10,2,4,SUV,4,129106,9925,Pessoal,Nordeste,Grande,Intermediária,0,979.83
64,M,46,1,4,Sedan,6,48479,22464,Pessoal,Sul,Media,Completa,0,450.51
18,M,0,3,0,Sedan,5,55280,26248,Pessoal,Sul,Grande,Completa,1,1063.31
43,F,25,0,0,SUV,9,100932,9453,Uber,Centro-Oeste,Grande,Intermediária,1,583.79
31,M,12,1,4,Pickup,7,84996,23632,Pessoal,Nordeste,Media,Completa,1,606.57
55,F,35,0,0,Minivan,7,56178,19779,Uber,Sudeste,Grande,Básica,1,309.1
54,F,35,0,6,SUV,7,107551,17100,Pessoal,Sudeste,Grande,Completa,1,1014.26
28,F,9,1,0,SUV,2,146025,20162,Uber,Sudeste,Grande,Básica,1,1007.23
53,F,33,1,2,Pickup,14,49780,6325,Pessoal,Sudeste,Grande,Básica,1,150.0
30,M,12,2,8,SUV,13,85148,16369,Trabalho,Sudeste,Pequena,Intermediária,0,892.43
60,M,42,0,2,Hatchback,9,20000,25257,Pessoal,Sul,Pequena,Intermediária,0,150.0
20,M,2,1,0,Sedan,5,49862,15340,Trabalho,Centro-Oeste,Grande,Intermediária,0,640.64
50,M,32,1,2,Hatchback,6,29179,18408,Pessoal,Norte,Media,Intermediária,1,150.0
23,M,3,4,0,SUV,8,105855,23072,Pessoal,Sudeste,Grande,Intermediária,0,2062.33
67,F,47,0,0,Pickup,9,82587,24369,Trabalho,Sul,Media,Básica,0,397.39
27,F,7,0,12,Pickup,9,66119,23460,Pessoal,Nordeste,Grande,Completa,1,694.79
22,F,3,0,4,Sedan,13,20000,6461,Uber,Centro-Oeste,Grande,Intermediária,0,212.41
40,F,20,1,2,Hatchback,11,20000,14594,Pessoal,Norte,Media,Intermediária,1,150.0
27,F,9,0,0,Pickup,14,49602,5072,Pessoal,Sul,Grande,Intermediária,1,150.0
61,F,42,3,0,SUV,3,137695,11030,Trabalho,Sul,Grande,Completa,0,2268.7
19,F,1,0,0,Sedan,4,51292,25995,Pessoal,Sudeste,Media,Intermediária,1,486.38
30,F,12,3,2,Sedan,7,44386,24180,Pessoal,Centro-Oeste,Media,Básica,1,228.04
57,M,37,0,4,SUV,0,150140,12717,Trabalho,Sudeste,Media,Completa,1,1114.38
19,M,0,1,2,SUV,11,103601,18331,Trabalho,Sudeste,Media,Completa,0,2528.49
37,M,19,3,4,Hatchback,5,36772,18936,Uber,Sul,Media,Intermediária,1,319.11
18,F,0,0,0,Sedan,14,20000,25900,Pessoal,Sudeste,Grande,Completa,1,264.49
54,F,35,4,0,Sports,3,238977,23877,Pessoal,Centro-Oeste,Grande,Intermediária,1,3000.0
